Text,Speaker
no-no! i-i…i found one.,phoebe
okay.,rachel
oh thank you! can i have another one?,rachel
,phoebe
oh god i just cannot imagine what is gonna happen if chandler doesn’t show up!,rachel
oh here’s a whole bunch.,phoebe
"oh, i mean she’s gonna be at the wedding waiting for him and people will be whispering, ""oh that poor girl."" y’know? then she’ll have to come back here and live all alone.",rachel
oh my god!,phoebe
what?,rachel
"there was a pregnancy test in the garbage, and it’s positive. monica’s pregnant. so i guess she won’t be totally alone.",phoebe
"monica and chandler’s bathroom, the scene is continued from earlier.]",break
oh my god!,rachel
"i know! monica’s gonna have a baby! hey, can this count as her something new?",phoebe
oh my god!,rachel
"hey, do you think this is why chandler took off?",phoebe
"no, she had to have just taken that test because i took out the trash last night.",rachel
"oh god, this is turning into the worst wedding day ever! the bride is pregnant. the groom is missing. and i’m still holding this.",phoebe
"okay phoebe, we cannot tell anyone about this.",rachel
right.,phoebe
okay?,rachel
"yeah, okay. hey, wait. do you know what kind of birth control she was using?",phoebe
no. why?,rachel
"just for the future, this is hardly a commercial for it.",phoebe
"joey and rachel's, ross is just hanging up the phone as rachel and phoebe enter.]",break
anything?,rachel
"no! i talked to joey on the set, he hasn’t heard from him. i-i-i talked to chandler’s parents again!",ross
you told them he was missing?,phoebe
"no! i made it seem like i was just calling to chat. pretty sure, they both think i’m interested in them.",ross
"all right, we’ve got to tell her he’s gone.",rachel
no! hey! hey! we can’t!,ross
"ross, she’s gonna start getting ready soon!",rachel
"well, can’t you at least stall her a little? i’ll-i’ll go back to some of the places i went last night.",ross
"all right, well how much time do you need?",rachel
well how much time before she absolutely has to start getting ready?,ross
one hour.,rachel
give me two.,ross
then why do you ask?!,rachel
"okay, wish me luck.",ross
okay. i’m going with you.,phoebe
why?!,ross
"ross, you’re tired. you’ve been looking all night. and clearly you suck at this.",phoebe
"all right, i’ll see you guys later.",rachel
"okay. wait, do you know how you’re going to stall her?",phoebe
i’ll figure something out.,rachel
all right. good luck.,phoebe
thanks.,rachel
"hey! okay, so i thought we’d start with my make up and then do my hair.",monica
"okay uh, but before you do that. i-i, i need you to talk to me.",rachel
about what?,monica
umm… i’m never gonna getting married!,rachel
"yeah you will! the right guy is just around the corner! okay, are we done with that?",monica
"no monica! i’m serious! oh, maybe i should just forget about it. become a lesbian or something.",rachel
any woman would be lucky to have ya.,monica
well maybe it would make me feel better if i slept with joey.,rachel
rachel! you okay?,monica
"the movie set, joey is reporting for work.]",break
"excuse me, aaron? hi! umm, i have a little problem with the schedules. originally, i wasn’t supposed to work today, and i have this wedding that i really have to be at. it’s my best friend’s, and i’m officiating so i really can’t work past four.",joey
"joey, you gotta stay until the end. we can’t stop filming just for you. it’s not like it’s your wedding.",director
i’m having surgery!,joey
what?!,director
"yeah, i-i just made up the stuff about the wedding because i didn’t want you to worry about me. but, i’m having surgery today.",joey
what kind of surgery?!,director
transplant.,joey
but you’re supposed to work on monday.,director
hair transplant.,joey
but you’re not bald.,director
it’s not on my head.,joey
"look joey, there’s nothing i can do. besides, you’re probably gonna be out by four anyway. we’ve just got one short scene. it’s just you and richard, and god knows he’s a pro. you’ll be fine. morning richard.",director
"hey! you’re here! great! great! great! let’s get going buddy, we’ve got a scene to shoot!",joey
i’m wearing two belts.,richard
are you drunk?,joey
no!,richard
yes you are!,joey
all right.,richard
"a street, phoebe and ross are exiting a pizza place.]",break
we are never gonna find him! he’s one guy in a huge city!,ross
oh my god! is that him?,phoebe
"that is an old, chinese woman!",ross
"he could be in disguise, y’know.",phoebe
"aw, y’know…y’know, maybe we’re-we’re just approaching this all wrong. if you’re chandler and-and you wanna hide, where is the last place on earth people would think you’d go?",ross
so this is your office?,ross
how did you guys find me? i knew i should’ve hid at the gym!,chandler
what the hell are you doing?!,phoebe
panicking! and using the internet to try to prove that i’m related to monica. how is she?,chandler
"she’s fine. she doesn’t know you’re gone. and she doesn’t have to know, okay? now come on, we’re going home.",ross
no! no! no! i can’t do that!,chandler
why not?!,phoebe
"because if i go home, we’re gonna become the bings! i can’t be the bings!",chandler
what’s wrong with being the bings?,ross
the bings have horrible marriages! they yell. they fight. and they use the pool boy as a pawn in their sexual games!,chandler
"chandler, have you ever put on a black cocktail dress and asked me up to your hotel room?",ross
no.,chandler
then you are neither of your parents!,ross
"it’s not just their marriage! i mean, look at yours. look at everybody’s! the only person that can make marriage work is paul newman! and i’ve met me; i am not paul newman. i don’t race cars! i don’t make popcorn! none of my proceeds go to charity.",chandler
"but look chandler, right now no-one has a lower opinion of you than i do. but i totally believe you can do this.",phoebe
"i want to. i love her so much, but i’m afr…it’s too huge.",chandler
"y’know, okay. you’re right. it is huge. so why don’t we take it just a little bit at a time? okay? umm, forget getting married for a sec; just forget about it. can you just come home and take a shower?",ross
"well yeah, but then…",chandler
"yeah—no-but-but-but-but! we’re just gonna go home and take a shower. now, that’s not scary right?",ross
depends on what you mean by we.,chandler
"monica and chandler's, rachel is still trying to stall monica.]",break
the nights are the hardest. but then the day comes! and that’s every bit as hard as the night. and then the night comes again…,rachel
"the days and nights are hard! i get it! okay? look umm, rachel i’m sorry! i have to start getting ready! i’m getting married today!",monica
i know. at dusk. that’s such a hard time for me.,rachel
,monica
okay. but wait!,rachel
what?!,monica
let’s go to lunch.,rachel
i can’t go to lunch!!,monica
right.,rachel
oh good god! i’ve fallen down!,rachel
what’s going on?,monica
"okay. alright. honey listen. when i tell you what i’m about to tell you, i need you to remember that we are all here for you and that we love you.",rachel
"okay, you’re-you’re really freaking me out.",monica
we can’t find chandler…—‘s vest. we can’t find chandler’s vest.,rachel
"how can that be?! oh wait! wait! are you, are you serious?!",monica
"found the vest! i mean we’re gonna have to keep an eye on it, y’know make sure we don’t lose it again…",phoebe
oh!,rachel
"oh wow! okay. don’t scare me like that okay? i mean for a minute there i was like, ""oh my god! the worst has happened!""",monica
"the movie set, joey and richard are in the middle of a scene. they are both holding swords.]",break
i would sooner die in this hellhole then see her back with you!,joey
that can be arranged.,richard
let’s reset.,director
what?! he got me! owwwwww!!!,joey
let’s take it from there.,director
are you a little off today? it’s going terribly slowly.,richard
"look, my best friends are getting married in like an hour. okay? and i’m the minister. please! please! can you pull it together?",joey
of course! i’m-i’m sorry. i-i’d hate you to miss anything like that on account of me. i can do this!,richard
thank you. thank you.,joey
"still rolling, annnnd action!",director
